"IMPORTANTE","cod_genero","des_genero","cod_pais_nacionalidad","des_pais_nacionalidad","lat_pais_nacionalidad","lon_pais_nacionalidad","cod_continente_nacionalidad","des_continente_nacionalidad","cod_agregacion_paises_nacionalidad","des_agregacion_paises_nacionalidad","anio_nacimiento","anio","cod_universidad","des_universidad","cod_convocatoria_ayuda","des_convocatoria_ayuda","cod_universidad_mat","des_universidad_mat","cod_titulacion","des_titulacion","cod_estado","des_estado","cod_periodo_conv","des_periodo_conv","cod_cobertura_mat","des_cobertura_mat","cuantia_total","cuantia_matricula"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1994","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600880","Programa de Doctorado en Biociencias Moleculares","0","Denegada","8","No aplica","8","No aplica","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1994","2016","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600746","Programa de Doctorado en Química Orgánica","1","Concedida","3","Segunda renovación","0","No","16422","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1994","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600880","Programa de Doctorado en Biociencias Moleculares","0","Denegada","8","No aplica","8","No aplica","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1995","2015","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid",,,"1","Concedida","4","Tercera renovación","0","No","16422","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1995","2017","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid",,,"1","Concedida","2","Primera renovación","0","No","16422","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1993","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600880","Programa de Doctorado en Biociencias Moleculares","0","Denegada","8","No aplica","8","No aplica","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1994","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid",,,"0","Denegada","8","No aplica","8","No aplica","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1993","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600649","Programa de Doctorado en Ingeniería Informática y de Telecomunicación","0","Denegada","8","No aplica","8","No aplica","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1988","2016","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","4315492","Máster Universitario en Ciencias de la Actividad Física y del Deporte","1","Concedida","3","Segunda renovación","0","No","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","862","Venezuela (República Bolivariana de)","6.42375","-66.58973","19","Américas","419","América Latina y el Caribe","1994","2017","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid",,,"1","Concedida","2","Primera renovación","0","No","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1991","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","4312211","Máster Universitario en Filosofía de la Historia:  Democracia y Orden Mundial","0","Denegada","8","No aplica","8","No aplica","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1995","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600611","Programa de Doctorado en Economía y Empresa","1","Concedida","1","Concedida por primera vez","0","No","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1977","2016","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600615","Programa de Doctorado en Farmacología y Fisiología","1","Concedida","3","Segunda renovación","0","No","15988","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1988","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","2501134","Graduado o Graduada en Derecho por la Universidad Autónoma de Madrid","0","Denegada","8","No aplica","8","No aplica","16422","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1988","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","4315171","Máster Universitario en Biomoléculas y Dinámica Celular","0","Denegada","8","No aplica","8","No aplica","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1993","2015","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600880","Programa de Doctorado en Biociencias Moleculares","1","Concedida","4","Tercera renovación","0","No","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1990","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600770","Programa de Doctorado en Estudios del Mundo Antiguo","0","Denegada","8","No aplica","8","No aplica","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1993","2017","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600752","Programa de Doctorado en Historia Moderna","1","Concedida","2","Primera renovación","0","No","16422","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","826","Reino Unido de Gran Bretaña e Irlanda del Norte","55.378051","-3.435973","150","Europa","154","Europa septentrional","1994","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600746","Programa de Doctorado en Química Orgánica","1","Concedida","1","Concedida por primera vez","0","No","16422","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1988","2015","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid",,,"1","Concedida","4","Tercera renovación","0","No","16422","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1990","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600307","Programa de Doctorado en Matemáticas","1","Concedida","1","Concedida por primera vez","0","No","16422","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1989","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600307","Programa de Doctorado en Matemáticas","1","Concedida","1","Concedida por primera vez","0","No","16422","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1994","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600734","Programa de Doctorado en Física de la Materia Condensada, Nanociencia y Biofísica","0","Denegada","8","No aplica","8","No aplica","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","170","Colombia","4.570868","-74.297333","19","Américas","419","América Latina y el Caribe","1995","2017","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600611","Programa de Doctorado en Economía y Empresa","1","Concedida","1","Concedida por primera vez","0","No","15988","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1992","2016","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600752","Programa de Doctorado en Historia Moderna","1","Concedida","3","Segunda renovación","0","No","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1995","2015","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","4312999","Master Universitario en Materiales Avanzados, Nanotecnología y Fotónica","1","Concedida","4","Tercera renovación","0","No","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1994","2016","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600734","Programa de Doctorado en Física de la Materia Condensada, Nanociencia y Biofísica","1","Concedida","3","Segunda renovación","0","No","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1993","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5601076","Programa de Doctorado en Ecología","1","Concedida","1","Concedida por primera vez","0","No","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1993","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600786","Programa de Doctorado en Física Teórica","1","Concedida","1","Concedida por primera vez","0","No","15988","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","484","México","23.634501","-102.552784","19","Américas","419","América Latina y el Caribe","1989","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid",,,"0","Denegada","8","No aplica","8","No aplica","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1992","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600541","Programa de Doctorado en Estudios Hispánicos, Lengua, Literatura, Historia y Pensamiento","0","Denegada","8","No aplica","8","No aplica","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","380","Italia","41.87194","12.56738","150","Europa","39","Europa meridional","1994","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","4312617","Máster Universitario en Neurociencia","0","Denegada","8","No aplica","8","No aplica","16422","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","643","Federación de Rusia","61.52401","105.318756","150","Europa","151","Europa oriental","1993","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600614","Programa de Doctorado en Filosofía y Ciencias del Lenguaje","0","Denegada","8","No aplica","8","No aplica","16422","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1979","2017","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600649","Programa de Doctorado en Ingeniería Informática y de Telecomunicación","1","Concedida","2","Primera renovación","0","No","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1991","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","4311358","Máster Universitario en Investigación Farmacológica","0","Denegada","8","No aplica","8","No aplica","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1988","2017","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600786","Programa de Doctorado en Física Teórica","1","Concedida","2","Primera renovación","0","No","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1994","2017","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600748","Programa de Doctorado en Microbiología","1","Concedida","2","Primera renovación","0","No","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1994","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","4311962","Máster Universitario en Historia del Arte Contemporáneo y Cultura Visual","0","Denegada","8","No aplica","8","No aplica","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1992","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","4310638","Máster Universitario en Matemáticas y Aplicaciones","0","Denegada","8","No aplica","8","No aplica","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1992","2017","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600614","Programa de Doctorado en Filosofía y Ciencias del Lenguaje","1","Concedida","2","Primera renovación","0","No","16422","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1994","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600880","Programa de Doctorado en Biociencias Moleculares","0","Denegada","8","No aplica","8","No aplica","16422","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1990","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600880","Programa de Doctorado en Biociencias Moleculares","0","Denegada","8","No aplica","8","No aplica","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1995","2017","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600753","Programa de Doctorado en Derecho, Gobierno y Políticas Públicas","1","Concedida","2","Primera renovación","0","No","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1990","2015","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","4312331","Máster Universitario en Literaturas Hispánicas, Arte, Historia y Sociedad","1","Concedida","4","Tercera renovación","0","No","15988","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1995","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600888","Programa de Doctorado en Química Teórica y Modelización Computacional","0","Denegada","8","No aplica","8","No aplica","16422","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1994","2017","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600747","Programa de Doctorado en Química Aplicada","1","Concedida","2","Primera renovación","0","No","16422","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1994","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600540","Programa de Doctorado en Estudios Artísticos, Literarios y de la Cultura","0","Denegada","8","No aplica","8","No aplica","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1993","2016","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","4313548","Máster Universitario en Acceso a la Profesión de Abogado","1","Concedida","3","Segunda renovación","0","No","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1994","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600616","Programa de Doctorado en Medicina y Cirugía","0","Denegada","8","No aplica","8","No aplica","16422","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1992","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600492","Programa de Doctorado en Psicología Clínica y de la Salud","1","Concedida","1","Concedida por primera vez","0","No","16422","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1992","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","4314563","Máster Universitario en Ingeniería de Telecomunicación","0","Denegada","8","No aplica","8","No aplica","0","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1994","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600541","Programa de Doctorado en Estudios Hispánicos, Lengua, Literatura, Historia y Pensamiento","0","Denegada","8","No aplica","8","No aplica","16422","0"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","H","Hombre","724","España","40.463667","-3.74922","150","Europa","39","Europa meridional","1991","2018","023","Universidad Autónoma de Madrid","131023304","Convocatoria del Programa Propio de Ayudas para Formación de Personal Investigador","023","Universidad Autónoma de Madrid","5600614","Programa de Doctorado en Filosofía y Ciencias del Lenguaje","0","Denegada","8","No aplica","8","No aplica","16422","0"
